Scopus Source ID,Subject Area,Index,Publisher,Percentile,Frequency,Open Access,Review Time
110111,Artificial Intelligence,1.0,0.7,1.0,0.4,0.5,0.8
11300153726,Artificial Intelligence,1.0,0.1,0.5,0.2,0.5,1.0
11700154336,Artificial Intelligence,1.0,0.1,0.3,0.2,1.0,1.0
11700154734,Artificial Intelligence,1.0,1.0,1.0,0.8,0.5,0.4
12358,Artificial Intelligence,1.0,1.0,0.7,1.0,0.5,0.2
12409,Artificial Intelligence,1.0,1.0,0.7,0.8,0.5,0.4
12795,Artificial Intelligence,1.0,0.1,0.5,0.6,0.5,0.6
12872,Artificial Intelligence,1.0,0.1,1.0,0.8,0.5,0.4
12874,Artificial Intelligence,1.0,0.1,0.7,1.0,0.5,0.2
12886,Artificial Intelligence,1.0,0.85,0.7,1.0,0.5,0.2
12931,Artificial Intelligence,1.0,0.55,0.5,1.0,0.5,0.2
12962,Artificial Intelligence,1.0,0.1,0.5,0.4,0.5,0.8
12981,Artificial Intelligence,1.0,0.1,0.7,0.6,0.5,0.6
130113,Artificial Intelligence,1.0,1.0,0.5,0.6,0.5,0.6
13017,Artificial Intelligence,1.0,0.85,0.5,0.6,0.5,0.6
13427,Artificial Intelligence,1.0,0.1,0.7,0.8,1.0,0.4
13880,Artificial Intelligence,1.0,1.0,0.7,0.2,0.5,1.0
144653,Artificial Intelligence,1.0,1.0,0.3,0.8,0.5,0.4
144749,Artificial Intelligence,1.0,0.1,0.7,0.2,1.0,1.0
144945,Artificial Intelligence,1.0,0.1,0.7,0.4,0.5,0.8
14500154734,Artificial Intelligence,1.0,1.0,0.5,0.4,0.5,0.8
145264,Artificial Intelligence,1.0,0.1,0.3,0.2,0.5,1.0
145544,Artificial Intelligence,1.0,0.1,0.5,0.4,0.5,0.8
15109,Artificial Intelligence,1.0,0.1,0.3,1.0,0.5,0.2
15134,Artificial Intelligence,1.0,0.85,1.0,0.8,0.5,0.4
15435,Artificial Intelligence,1.0,0.1,0.3,0.2,0.5,1.0
15552,Artificial Intelligence,1.0,0.85,0.5,0.8,0.5,0.4
15703,Artificial Intelligence,1.0,1.0,1.0,0.8,0.5,0.4
18016,Artificial Intelligence,1.0,1.0,1.0,0.8,0.5,0.4
18050,Artificial Intelligence,1.0,0.1,1.0,0.4,0.5,0.8
18056,Artificial Intelligence,1.0,0.1,0.5,1.0,0.5,0.2
18197,Artificial Intelligence,1.0,0.1,1.0,0.6,0.5,0.6
19270,Artificial Intelligence,1.0,0.1,0.3,0.6,0.5,0.6
19294,Artificial Intelligence,1.0,1.0,0.7,0.8,0.5,0.4
19300156903,Artificial Intelligence,1.0,0.1,1.0,0.6,0.5,0.6
19600166036,Artificial Intelligence,1.0,0.1,0.7,0.8,0.5,0.4
19700166503,Artificial Intelligence,1.0,0.1,0.3,0.2,0.5,1.0
19700175219,Artificial Intelligence,1.0,0.1,0.5,0.6,0.5,0.6
19700177025,Artificial Intelligence,1.0,0.7,0.7,0.6,0.5,0.6
19700177336,Artificial Intelligence,1.0,1.0,1.0,0.6,0.5,0.6
19700186872,Artificial Intelligence,1.0,0.1,0.5,1.0,0.5,0.2
19700190323,Artificial Intelligence,1.0,0.25,1.0,1.0,0.5,0.2
19900191732,Artificial Intelligence,1.0,0.1,0.5,0.2,0.5,1.0
19900191735,Artificial Intelligence,1.0,0.1,0.7,0.4,0.5,0.8
19900191975,Artificial Intelligence,1.0,0.1,0.3,1.0,0.5,0.2
19900193685,Artificial Intelligence,1.0,0.1,0.5,0.8,0.5,0.4
20969,Artificial Intelligence,1.0,0.1,1.0,0.6,1.0,0.6
21100199837,Artificial Intelligence,1.0,0.1,1.0,1.0,1.0,0.2
21100204931,Artificial Intelligence,1.0,0.1,0.3,0.2,0.5,1.0
21100210905,Artificial Intelligence,1.0,0.1,0.5,0.4,1.0,0.8
21100211724,Artificial Intelligence,1.0,0.1,0.3,0.4,0.5,0.8
21100218522,Artificial Intelligence,1.0,0.85,0.7,0.2,0.5,1.0
21100235616,Artificial Intelligence,1.0,0.7,1.0,1.0,0.5,0.2
21100285028,Artificial Intelligence,1.0,0.7,1.0,0.2,0.5,1.0
21100286449,Artificial Intelligence,1.0,0.1,0.3,0.6,0.5,0.6
21100301601,Artificial Intelligence,1.0,0.25,1.0,0.2,0.5,1.0
21100325719,Artificial Intelligence,1.0,0.4,0.3,0.4,0.5,0.8
21100327713,Artificial Intelligence,1.0,0.1,0.3,0.4,1.0,0.8
21100367773,Artificial Intelligence,1.0,0.7,1.0,0.6,0.5,0.6
21100411629,Artificial Intelligence,1.0,0.1,0.3,0.4,0.5,0.8
21100440516,Artificial Intelligence,1.0,0.1,0.3,0.8,1.0,0.4
21100454976,Artificial Intelligence,1.0,0.1,0.3,0.6,1.0,0.6
21100464776,Artificial Intelligence,1.0,0.1,0.3,0.2,1.0,1.0
21100466219,Artificial Intelligence,1.0,1.0,0.7,0.6,0.5,0.6
21100779064,Artificial Intelligence,1.0,0.1,1.0,0.2,0.5,1.0
21100781972,Artificial Intelligence,1.0,1.0,0.7,0.8,0.5,0.4
21100784665,Artificial Intelligence,1.0,0.7,0.7,0.6,0.5,0.6
21100788860,Artificial Intelligence,1.0,0.1,0.3,1.0,0.5,0.2
21100790723,Artificial Intelligence,1.0,0.1,0.3,0.8,0.5,0.4
21100792090,Artificial Intelligence,1.0,0.1,1.0,0.8,1.0,0.4
21100792109,Artificial Intelligence,1.0,0.85,0.5,1.0,1.0,0.2
21100792504,Artificial Intelligence,1.0,0.1,0.3,0.6,0.5,0.6
21100803572,Artificial Intelligence,1.0,0.55,0.7,1.0,1.0,0.2
21100810658,Artificial Intelligence,1.0,0.1,0.7,0.8,1.0,0.4
21100818502,Artificial Intelligence,1.0,0.1,0.3,0.4,1.0,0.8
21100818722,Artificial Intelligence,1.0,0.1,0.5,0.8,1.0,0.4
21100821307,Artificial Intelligence,1.0,0.1,0.5,0.2,1.0,1.0
21100823281,Artificial Intelligence,1.0,0.1,0.3,0.8,0.5,0.4
21100824892,Artificial Intelligence,1.0,0.55,0.5,1.0,0.5,0.2
21100826268,Artificial Intelligence,1.0,0.1,0.3,0.8,1.0,0.4
21100826286,Artificial Intelligence,1.0,0.1,0.5,0.2,0.5,1.0
21100826383,Artificial Intelligence,1.0,0.1,0.5,0.6,0.5,0.6
21100828027,Artificial Intelligence,1.0,0.1,0.3,1.0,0.5,0.2
21100832761,Artificial Intelligence,1.0,0.1,0.5,0.6,0.5,0.6
21100833833,Artificial Intelligence,1.0,0.1,0.5,0.6,1.0,0.6
21100836194,Artificial Intelligence,1.0,0.1,0.7,0.4,1.0,0.8
21100840026,Artificial Intelligence,1.0,0.1,0.3,0.8,0.5,0.4
21100853738,Artificial Intelligence,1.0,1.0,0.5,0.4,1.0,0.8
21100853929,Artificial Intelligence,1.0,0.1,0.3,0.6,0.5,0.6
21100863713,Artificial Intelligence,1.0,0.1,0.3,0.6,0.5,0.6
21100864387,Artificial Intelligence,1.0,0.1,0.5,0.6,0.5,0.6
21100868821,Artificial Intelligence,1.0,0.1,0.7,0.6,1.0,0.6
21100869486,Artificial Intelligence,1.0,0.1,0.7,0.6,1.0,0.6
21100873335,Artificial Intelligence,1.0,0.55,0.7,0.6,0.5,0.6
21100886132,Artificial Intelligence,1.0,0.1,1.0,0.2,0.5,1.0
21100890645,Artificial Intelligence,1.0,0.1,0.5,0.8,0.5,0.4
21100893766,Artificial Intelligence,1.0,0.1,0.7,1.0,0.5,0.2
21100900379,Artificial Intelligence,1.0,0.7,1.0,0.2,0.5,1.0
22478,Artificial Intelligence,1.0,0.1,1.0,0.4,0.5,0.8
23127,Artificial Intelligence,1.0,0.25,1.0,0.8,0.5,0.4
23616,Artificial Intelligence,1.0,1.0,0.3,0.4,0.5,0.8
23617,Artificial Intelligence,1.0,0.1,0.5,0.4,0.5,0.8
23629,Artificial Intelligence,1.0,0.1,0.7,0.2,0.5,1.0
23640,Artificial Intelligence,1.0,0.85,1.0,0.2,0.5,1.0
23670,Artificial Intelligence,1.0,1.0,0.5,0.6,0.5,0.6
23673,Artificial Intelligence,1.0,0.55,0.5,1.0,0.5,0.2
23674,Artificial Intelligence,1.0,1.0,1.0,0.6,0.5,0.6
23675,Artificial Intelligence,1.0,0.85,1.0,0.8,0.5,0.4
23678,Artificial Intelligence,1.0,0.1,0.5,0.6,0.5,0.6
23737,Artificial Intelligence,1.0,0.1,0.7,0.8,0.5,0.4
23917,Artificial Intelligence,1.0,0.1,0.7,1.0,0.5,0.2
24140,Artificial Intelligence,1.0,0.85,1.0,0.8,0.5,0.4
24141,Artificial Intelligence,1.0,1.0,1.0,1.0,0.5,0.2
24142,Artificial Intelligence,1.0,0.1,0.5,1.0,0.5,0.2
24157,Artificial Intelligence,1.0,1.0,0.7,0.2,0.5,1.0
24173,Artificial Intelligence,1.0,0.55,0.5,0.2,0.5,1.0
24175,Artificial Intelligence,1.0,1.0,0.5,0.4,0.5,0.8
24182,Artificial Intelligence,1.0,0.85,1.0,0.4,0.5,0.8
24185,Artificial Intelligence,1.0,0.1,0.7,0.2,0.5,1.0
24201,Artificial Intelligence,1.0,0.85,1.0,0.4,0.5,0.8
24207,Artificial Intelligence,1.0,1.0,1.0,0.2,0.5,1.0
24242,Artificial Intelligence,1.0,0.7,1.0,0.6,0.5,0.6
24254,Artificial Intelligence,1.0,0.7,1.0,1.0,0.5,0.2
24258,Artificial Intelligence,1.0,0.1,0.3,1.0,1.0,0.2
24286,Artificial Intelligence,1.0,0.85,0.7,0.2,0.5,1.0
24305,Artificial Intelligence,1.0,0.1,1.0,0.4,0.5,0.8
24306,Artificial Intelligence,1.0,0.85,0.7,0.4,0.5,0.8
24310,Artificial Intelligence,1.0,0.1,0.5,0.4,0.5,0.8
24326,Artificial Intelligence,1.0,0.1,0.5,0.6,0.5,0.6
24330,Artificial Intelligence,1.0,0.1,0.7,1.0,1.0,0.2
24354,Artificial Intelligence,1.0,1.0,0.7,1.0,0.5,0.2
24357,Artificial Intelligence,1.0,0.55,0.7,0.4,0.5,0.8
24358,Artificial Intelligence,1.0,1.0,0.7,0.6,0.5,0.6
24360,Artificial Intelligence,1.0,1.0,0.7,0.4,0.5,0.8
24361,Artificial Intelligence,1.0,1.0,0.7,0.2,0.5,1.0
24363,Artificial Intelligence,1.0,1.0,1.0,0.6,0.5,0.6
24449,Artificial Intelligence,1.0,0.1,0.3,1.0,1.0,0.2
24772,Artificial Intelligence,1.0,0.85,1.0,0.2,0.5,1.0
24774,Artificial Intelligence,1.0,0.1,0.7,0.6,0.5,0.6
24775,Artificial Intelligence,1.0,1.0,0.7,0.2,0.5,1.0
24777,Artificial Intelligence,1.0,1.0,0.5,0.4,0.5,0.8
24800,Artificial Intelligence,1.0,1.0,1.0,0.8,0.5,0.4
24802,Artificial Intelligence,1.0,0.1,0.5,1.0,0.5,0.2
24804,Artificial Intelligence,1.0,0.85,1.0,0.4,0.5,0.8
24806,Artificial Intelligence,1.0,1.0,0.7,1.0,0.5,0.2
